len_of_url,no_of_dots,security_sensitive_words,no_of_hyphens_in_dom,dir_len,no_of_subdir,domain_len,domain_token_count,path_token_count,ip_present,largest_domain_tok_len,avg_dom_token_len,largest_path_token_length,avg_path_token_length,suspicious tld,len_of_file,total_dots_in_file,total_delims_in_file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Lable,URL
26.0,3.0,0.0,1.0,1.0,0.0,25.0,4.0,0.0,0.0,8.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://tea-room.stores.yahoo.net/
34.0,2.0,0.0,0.0,9.0,1.0,20.0,3.0,1.0,0.0,12.0,6.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.gamemalamall.com/zzzdpcm/adobe
66.0,7.0,1.0,0.0,3.0,1.0,19.0,2.0,1.0,0.0,15.0,9.0,1.0,1.0,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://phalconwellness.com/2/online.wellsfargo.secure.userrstore894398...
33.0,3.0,0.0,0.0,6.0,1.0,17.0,3.0,1.0,0.0,10.0,5.0,4.0,4.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.teutoburgo.tk/java/otp4u.html
21.0,3.0,0.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,10.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.realcoffee.co.uk/
44.0,4.0,0.0,0.0,23.0,3.0,18.0,2.0,3.0,0.0,14.0,8.5,11.0,6.333333333333333,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://spiritualbeatz.com/wp-includes/pomo/page/...
31.0,1.0,0.0,0.0,11.0,2.0,16.0,2.0,2.0,0.0,12.0,7.5,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://librarylions.com/aall/aall/X1z0
31.0,2.0,0.0,0.0,1.0,0.0,30.0,3.0,0.0,0.0,22.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.americanlibraryinparis.org/
27.0,2.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.searchenginesindex.com/
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.hailcotton.com/
28.0,2.0,0.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,19.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.scholarshipsinindia.com/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.portwine.com/
15.0,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.teteas.com/
31.0,3.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,12.0,5.333333333333333,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://blocking5472.at.ua/invalid.html
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.buztronics.com/
35.0,2.0,0.0,0.0,17.0,3.0,18.0,3.0,3.0,0.0,10.0,5.333333333333333,6.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.emalbosaat.com/system/logs/aol/
16.0,3.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.nlm.nih.gov/
66.0,5.0,0.0,1.0,35.0,5.0,14.0,2.0,5.0,0.0,11.0,6.5,8.0,5.8,0.0,9.0,1.0,0.0,8.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://forest-camp.ru/wp-admin/network/uxc/Auto/newpage/index.php?;ema...
24.0,2.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://handasapc.com/htd12.html
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.russellstover.com/
25.0,2.0,0.0,0.0,7.0,1.0,18.0,3.0,1.0,0.0,8.0,5.333333333333333,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bearo.rareneos.com/poski/
45.0,3.0,0.0,1.0,10.0,1.0,14.0,3.0,1.0,0.0,7.0,4.0,8.0,8.0,0.0,8.0,1.0,0.0,13.0,1.0,9.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.harry-b.de/dokuwiki/doku.php?id=harry:cpm
25.0,2.0,0.0,0.0,14.0,2.0,11.0,3.0,2.0,0.0,4.0,3.0,8.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.emis.de/projects/JFM/
60.0,6.0,0.0,0.0,32.0,5.0,16.0,3.0,5.0,0.0,9.0,4.666666666666667,8.0,5.2,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://diarplast.com.ar/assets/frontend/onepage/img/nD/index.php...
64.0,6.0,0.0,0.0,33.0,4.0,17.0,3.0,4.0,0.0,8.0,5.0,8.0,7.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.ournepal.info/joomla/includes/Archive/NATWEST/submit2.php...
36.0,2.0,0.0,0.0,25.0,3.0,11.0,3.0,3.0,0.0,3.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.ibm.com/software/awdtools/hlasm/
26.0,2.0,0.0,0.0,12.0,1.0,14.0,3.0,1.0,0.0,6.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.forbes.com/private500/
24.0,1.0,0.0,0.0,8.0,1.0,9.0,2.0,1.0,0.0,5.0,4.0,6.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://jhs82.com/images/dropbox
13.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,4.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.ipcs.org/
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.bloomsbythebox.com/
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.flyingbean.com/
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.ladyprimrose.com/
24.0,3.0,0.0,0.0,1.0,0.0,23.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://random.finemedia.com.hk/
51.0,6.0,0.0,1.0,25.0,3.0,23.0,3.0,3.0,0.0,15.0,7.0,13.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://fhdk.simply-winspace.it/postal/fr/manage.compte/...
24.0,2.0,0.0,1.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.property-dealer.com/
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.seagullcooling.com/
36.0,3.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,16.0,7.333333333333333,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.solopublications.com/journal.htm
17.0,1.0,0.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0,12.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://betsyvintage.com/
26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,17.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.earththerapeutics.com/
66.0,4.0,0.0,0.0,26.0,3.0,35.0,2.0,3.0,0.0,31.0,17.0,10.0,7.333333333333333,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://nankanasahibsrsecschoolbudhewal.com/admin1/images/m2uSession/m2...
28.0,2.0,0.0,0.0,6.0,1.0,16.0,3.0,1.0,0.0,9.0,4.666666666666667,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://en.wikipedia.org/wiki/Google
33.0,4.0,0.0,0.0,9.0,1.0,17.0,4.0,1.0,0.0,5.0,3.5,7.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.cis.upenn.edu/~giorgi/cl.html
23.0,2.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,11.0,6.5,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://batesrealty.ca/logs.inf
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.barcaforum.com/
13.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,4.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.saab.com/
44.0,7.0,0.0,0.0,25.0,2.0,16.0,3.0,2.0,0.0,8.0,4.666666666666667,14.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.irastrum.com/wp-admin/mail.yahoo.com/...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.alhansen.com/
28.0,2.0,0.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,14.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://realmadridzone.blogspot.com/
19.0,3.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://lcham.co.uk/rss.php
26.0,1.0,0.0,0.0,1.0,0.0,25.0,2.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://therepublikofmancunia.com/
20.0,3.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.rbsmentor.co.uk/
31.0,2.0,0.0,0.0,12.0,1.0,19.0,3.0,1.0,0.0,12.0,5.666666666666667,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://qualyprintbh.com.br/formulario/
27.0,2.0,1.0,1.0,1.0,0.0,23.0,3.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://chase-update.square7.ch/jxh
37.0,2.0,1.0,1.0,12.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,5.0,4.5,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://shape-love.org/azziu/line/verify.html
21.0,3.0,0.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,9.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.natmuseum.org.cy/
31.0,1.0,0.0,0.0,15.0,2.0,16.0,2.0,2.0,0.0,12.0,7.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://slavkomrdalj.com/images/dallas/
23.0,1.0,0.0,0.0,6.0,1.0,17.0,2.0,1.0,0.0,13.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sardariqbalco.com/mail/
40.0,3.0,0.0,0.0,5.0,1.0,15.0,3.0,1.0,0.0,6.0,4.333333333333333,3.0,3.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.farago.info/job/thermoacoustics.html
66.0,6.0,1.0,0.0,28.0,3.0,25.0,4.0,3.0,0.0,14.0,5.5,10.0,8.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.plantaoservopa.com.br/lavisa/paypal2016/accounts/52e2a76cee...
66.0,5.0,0.0,0.0,22.0,3.0,20.0,2.0,3.0,0.0,16.0,9.5,10.0,6.0,0.0,9.0,1.0,0.0,15.0,1.0,10.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cfandfibroliving.com/wp-content/plugins/s/index.php?wps=W9mKPl0...
26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,17.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.choiceorganicteas.com/
66.0,5.0,0.0,0.0,12.0,3.0,27.0,3.0,3.0,0.0,19.0,8.333333333333334,3.0,2.6666666666666665,0.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%...
37.0,2.0,0.0,1.0,18.0,3.0,19.0,3.0,3.0,0.0,12.0,5.666666666666667,6.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.biernot-clan.de/joomla/cache/dan/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.palmohan.com/
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.chainpurr.com/
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.wineglobe.com/
24.0,3.0,0.0,0.0,1.0,0.0,23.0,4.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.memorialcards.co.uk/
20.0,3.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://agri.gujarat.gov.in/
22.0,3.0,0.0,0.0,1.0,0.0,21.0,4.0,0.0,0.0,10.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.coffeezone.com.au/
66.0,5.0,1.0,0.0,22.0,3.0,26.0,2.0,3.0,0.0,22.0,12.5,10.0,6.0,0.0,9.0,1.0,0.0,9.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://desksupportmanagements.com/up/signin/N2MAA5ED86/login.php?count...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.vintagewines.biz/
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.marketwatch.com/
53.0,8.0,1.0,0.0,6.0,1.0,44.0,6.0,1.0,0.0,13.0,6.5,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://secur.wellsfarg0.update.alfatatuagens.com.br/Usaa/...
64.0,6.0,0.0,0.0,42.0,2.0,19.0,4.0,2.0,0.0,8.0,4.0,32.0,19.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.foodlove.com.au/wp-mail/7a2676a76a144ef10889d1b9458a4b52/...
21.0,1.0,0.0,0.0,13.0,1.0,8.0,2.0,1.0,0.0,5.0,3.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://sound.jp/strangelove/
48.0,5.0,0.0,0.0,23.0,3.0,13.0,2.0,3.0,0.0,10.0,6.0,9.0,6.333333333333333,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://realitherm.fr/images/bannieres/club/index.php...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.fameyang.com/
30.0,4.0,0.0,0.0,6.0,1.0,14.0,4.0,1.0,1.0,3.0,2.75,4.0,4.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://188.212.103.34/winx/index.html
21.0,1.0,0.0,0.0,1.0,0.0,20.0,2.0,0.0,0.0,16.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://chocolatecandies.net/
59.0,4.0,0.0,0.0,38.0,2.0,18.0,2.0,2.0,0.0,14.0,8.5,32.0,17.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://srilankanenews.com/css/2a566dd5b6ea4dd80282a90161e7da2d/...
22.0,2.0,0.0,0.0,6.0,1.0,16.0,3.0,1.0,0.0,8.0,4.666666666666667,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.19online.net/math/
66.0,5.0,0.0,0.0,34.0,5.0,24.0,3.0,5.0,0.0,17.0,7.333333333333333,10.0,5.6,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://higginsinsulation.com.au/downloader/Maged/Model/Config/fr/freem...
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.thunderbolttea.com/
66.0,6.0,0.0,1.0,18.0,1.0,19.0,3.0,1.0,0.0,11.0,5.666666666666667,16.0,16.0,0.0,12.0,1.0,0.0,17.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.process-max.com/opasdio89ghh3gfw/cofirmuk.php?personal-UK&a...
47.0,4.0,0.0,0.0,27.0,3.0,17.0,2.0,3.0,0.0,13.0,8.0,11.0,7.666666666666667,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://gtavdescargar.com/wp-includes/rest-api/Usaa/...
49.0,2.0,0.0,0.0,6.0,1.0,16.0,3.0,1.0,0.0,9.0,4.666666666666667,4.0,4.0,0.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://en.wikipedia.org/wiki/ICC_Cricket_Code_of_Conduct
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.juniperridge.com/
51.0,5.0,0.0,0.0,31.0,3.0,17.0,3.0,3.0,0.0,9.0,5.0,17.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.expertsip.com/uapower/Document-Shared68/doc/...
21.0,3.0,0.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,10.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.theatrenet.co.uk/
54.0,6.0,1.0,0.0,14.0,2.0,27.0,3.0,2.0,0.0,20.0,8.333333333333334,8.0,5.5,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://roseiradevistaalegre.com.br/sin/Outloook/login.html...
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.poetrytomusic.com/
47.0,3.0,0.0,0.0,16.0,2.0,15.0,3.0,2.0,0.0,8.0,4.333333333333333,7.0,6.5,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://ai.stanford.edu/~suresh/theory/theory-home.html
34.0,2.0,0.0,0.0,15.0,3.0,19.0,3.0,3.0,0.0,12.0,5.666666666666667,6.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://stampamoveis.com.br/js/lib/dropbx/
66.0,6.0,0.0,0.0,23.0,3.0,29.0,4.0,3.0,0.0,18.0,6.5,14.0,6.333333333333333,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.dinastiaacessorios.com.br/js/lib/x0drwxr-xr-x0x/7c7e19d9020...
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.huaouchem.com/
56.0,5.0,0.0,0.0,40.0,3.0,13.0,3.0,3.0,0.0,6.0,3.6666666666666665,32.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.arbido.ch/bu/3D/2932c0309f4158b2729a84d1ca86c078/...
13.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://delhi.gov.in/
26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,17.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.grandcanyonbiblio.org/
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.generationtea.com/
66.0,7.0,1.0,0.0,39.0,6.0,15.0,3.0,6.0,0.0,7.0,4.333333333333333,13.0,5.333333333333333,0.0,0.0,0.0,0.0,12.0,1.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.gkjx168.com/images/?http://us.battle.net/login/en/?ref=http...
48.0,4.0,0.0,0.0,15.0,2.0,24.0,2.0,2.0,0.0,21.0,11.5,7.0,6.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://resolutionservicehelp.gq/webapps/50994/websrc...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.coolbrew.com/
20.0,3.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://duns100.dundb.co.il/
